Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,0.056247118,0.04111986,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.822336475
Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha,0.077973721,0.055993001,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.829762925
Akademi Keperawatan YKY Yogyakarta,0.011583679,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.831762354
Sekolah Tinggi Ilmu Ekonomi Sbi,0.023974182,0.015748031,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.841188232
Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,0.031639004,0.020122485,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.852899172
Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,0.078463578,0.048993876,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.292202228
Akademi Akuntansi YKPN,0.054979253,0.028871391,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.8986004
STIKIP Catur Sakti,0.020977409,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.984861468
Universitas Mercu Buana,0.80423006,0.607174103,0.308823529,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0.818181818,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.002570694
Universitas Trisakti,0.666666667,0.782152231,0.676470588,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0.909090909,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.002856327
Universitas Bina Nusantara,0.819041033,0.874890639,0.485294118,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.00428449
Universitas Katolik Indonesia Atma Jaya,0.383039419,0.371828521,0.397058824,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.727272727,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.005427021
Universitas Esa Unggul,0.397763947,0.255468066,0.367647059,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.009140246
Universitas Bakrie,0.035125634,0.076115486,0.161764706,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.019994287
Universitas Budi Luhur,0.441879899,0.444444444,0.220588235,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.021993716
Universitas Pancasila,0.430872522,0.314085739,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.022850614
Universitas Nasional,0.186779622,0.272965879,0.485294118,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,1,0.024278777
Universitas Darma Persada,0.098000231,0.094488189,0.220588235,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.025135676
Universitas Bunda Mulia,0.194761411,0.149606299,0.191176471,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.025706941
STMIK Jakarta Sti&k,0.04708391,0.04111986,0.044117647,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.0288489
Universitas Kristen Krida Wacana,0.065208621,0.125109361,0.161764706,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.181818182,0,1,0,1,0,1,0,0,1,0,0,0,1,0.222222222,0.666666667,0.031705227
Universitas Muhammadiyah Jakarta,0.502074689,0.381452318,0.617647059,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0.666666667,0.03199086
Universitas Paramadina,0.057860765,0.073490814,0.147058824,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.03313339
Universitas Yarsi,0.079212771,0.173228346,0.161764706,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,0,0,0,1,0,0,0,0,0,1,0,0,1,0.111111111,0.333333333,0.033704656
Universitas Tarumanagara,0.379293453,0.371828521,0.455882353,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,1,0.036846615
Universitas Sahid,0.105002305,0.083989501,0.147058824,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.272727273,1,1,0,1,1,1,1,0,0,1,1,1,1,0.777777778,0.666666667,0.037989146
Universitas Kristen Indonesia,0.160932457,0.230096238,0.397058824,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.090909091,0,1,0,1,1,0,0,0,0,1,0,0,0,0.111111111,0.666666667,0.039131677
Universitas Respati Indonesia,0.092755878,0.089238845,0.205882353,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.042844901
Universitas Bhayangkara Jakarta Raya,0.187903412,0.100612423,0.161764706,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.045986861
Universitas Prof Dr Moestopo (Beragama),0.18879668,0.167104112,0.132352941,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.048557555
Universitas Indraprasta PGRI,0.998530429,0.635170604,0.220588235,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,0,1,1,1,1,0.777777778,0.666666667,0.04912882
Universitas Satya Negara Indonesia,0.108719456,0.075240595,0.161764706,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.454545455,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.051128249
Universitas Muhammadiyah Prof Dr Hamka,0.526394652,0.373578303,0.602941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,1,0.052556412
Universitas Islam Jakarta,0.068579991,0.038495188,0.176470588,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.054555841
Universitas Krisnadwipayana,0.231529507,0.148731409,0.235294118,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.054841474
Universitas Tama Jagakarsa,0.110361918,0.127734033,0.264705882,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.057983433
Sekolah Tinggi Manajemen Ppm,0.033223836,0.048118985,0.029411765,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,0,0,1,1,1,1,0.777777778,0.666666667,0.059697229
Universitas Borobudur,0.106558322,0.12335958,0.279411765,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.06083976
Sekolah Tinggi Manajemen Resiko Dan Asuransi,0.007751268,0.016622922,0.029411765,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.061696658
Institut Teknologi Indonesia,0.086502997,0.087489064,0.176470588,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.063410454
Universitas Mpu Tantular,0.052875749,0.069991251,0.191176471,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.06826621
Universitas Satyagama,0.167387045,0.155730534,0.235294118,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0.666666667,0.069123108
Institut Kesenian Jakarta – LPKJ,0.060454126,0.08223972,0.25,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.071122536
Sekolah Tinggi Teknik Pln,0.091228677,0.090113736,0.088235294,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.070551271
Universitas Timbul Nusantara,0.036364684,0.042869641,0.191176471,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.454545455,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0.333333333,0.072836332
Institut Bisnis Dan Informatika Kwik Kian Gie,0.085408022,0.078740157,0.132352941,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0.454545455,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.075407027
Universitas Al-azhar Indonesia,0.093793223,0.117235346,0.220588235,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.078263353
Universitas Wiraswasta Indonesia,0.008846243,0.010498688,0.014705882,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.333333333,0.081976578
Universitas Persada Indonesia Yai,0.399550484,0.317585302,0.279411765,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.086546701
Sekolah Tinggi Manajemen Ipmi,0.005763024,0.017497813,0.014705882,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.333333333,0.087974864
Institut Ilmu Sosial Dan Ilmu Politik Jakarta,0.11206201,0.065616798,0.088235294,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.08854613
Universitas Azzahra,0.171738128,0.069991251,0.176470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.089403028
Sekolah Tinggi Teknologi Jakarta,0.007347856,0.036745407,0.088235294,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0.636363636,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.092544987
Universitas Surapati,0.012765099,0.032370954,0.117647059,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.096829477
Universitas Islam Attahiriyah,0.118718303,0.085739283,0.132352941,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.099400171
Universitas Trilogi,0.03999539,0.077865267,0.205882353,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.099685804
Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,0.060655832,0.048993876,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.100828335
Universitas 17 Agustus 1945 Jakarta,0.058350622,0.122484689,0.279411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.104827192
STMIK Indonesia Jakarta,0.04253112,0.033245844,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.110825478
Institut Keu Perbankan Dan Inf Asia Perbanas,0.21107077,0.126859143,0.132352941,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0.666666667,0.120536989
Universitas Ibnu Chaldun,0.020199401,0.024496938,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.122536418
Universitas Suryadarma,0.062961042,0.073490814,0.161764706,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.123678949
Sekolah Tinggi Manajemen Prasetiya Mulya,0.002939142,0.015748031,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.127392174
Sekolah Tinggi Teologi Baptis Jakarta,0.002737437,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.131676664
Akademi Pariwisata Saint Mary,0.00348663,0.006999125,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.138531848
STAI ALHIKMAH Jakarta Selatan,0.006051176,0.012248469,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.129391602
STT Periago,0.008903873,0.009623797,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.131391031
Universitas Siswa Bangsa Internasional,0.023743661,0.106736658,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.141102542
Akademi Teknik Gigi Hang Tuah Jakarta,0.004812125,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.158526135
Sekolah Tinggi Ilmu Ekonomi Ganesha,0.013024435,0.017497813,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.144815767
Sekolah Tinggi Ilmu Ekonomi BPKP,0.002795067,0.005249344,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.152242217
Akademi Kesehatan Swakarsa Jakarta,0.003140848,0.015748031,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.180519851
STIE Manajemen Bisnis Indonesia,0.003457815,0.039370079,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.169951442
Akademi Farmasi Mahadhika,0.000835639,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.180805484
Sekolah Tinggi Pariwisata Sahid,0.004985016,0.046369204,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.16652385
Akademi Seni Rupa Dan Desain ISWI Jakarta,0.000864454,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.174807198
Akademi Audiologi Indonesia Jakarta,0.000691563,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.18137675
Universitas Agung Podomoro,0.003140848,0.031496063,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.179091688
Sekolah Tinggi Agama Buddha Maha Prajna Jakarta,0.000547487,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.190231362
Sekolah Tinggi Pariwisata Trisakti,0.006512218,0.049868766,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.18566124
Sekolah Tinggi Agama Buddha Nalanda,0.00123905,0.007874016,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.190516995
Institut Bio Scientia Internasional Indonesia,0.001440756,0.010498688,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.198800343
Institut Sains Dan Teknologi Al-Kamal,0.00832757,0.058617673,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.197943445
Akademi Bahasa Asing Santa Ursula,0.000835639,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.194515853
Universitas Tanri Abeng,0.002478101,0.020997375,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.197657812
STIKES Kharisma Persada,0.000720378,0.006124234,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.190802628
Sekolah Tinggi Ilmu Kesehatan Sismadi,0.001872983,0.017497813,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.189374464
Akademi Kebidanan Prestasi Agung,0.002132319,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.196800914
Akademi Keperawatan Royhan,0.000691563,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.217366467
Sekolah Tinggi Agama Buddha Maitreyawira,0.000806823,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.210511282
Akademi Keperawatan Yayasan Jalan Kimia,0.000547487,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.216795201
Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta,0.007808898,0.045494313,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.202513568
Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,0.001613647,0.012248469,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.203656098
Akademi Manajemen Perusahaan Jayabaya,0.000633933,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.212225079
Akademi Pariwisata Pertiwi,0.000979714,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.214224507
STMIK Kuwera,0.001440756,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.220794059
Akademi Gizi Andalusia,0.000720378,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.221365324
Universitas Kejuangan 45 Jakarta,0.006656293,0.035870516,0.117647059,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.23907455
Akademi Manajemen Informatika Dan Komputer Yapri,0.001210235,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.236218223
Sekolah Tinggi Ilmu Komunikasi Indonesia Maju,0.002708621,0.014873141,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.22736361
Akademi Keperawatan Pasar Rebo Jakarta,0.001584832,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.239360183
Akademi Akuntansi Jayabaya,0.00106616,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.232504999
Akademi Kesehatan Lingkungan Andalusia,0.000662748,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.241930877
Akademi Pariwisata Patria Indonesia,0.001383126,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.254784347
Sekolah Tinggi Ilmu Ekonomi Gandhi,0.00129668,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.247357898
Akademi Bahasa Asing Saint Mary,0.000662748,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.253356184
Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,0.001584832,0.007874016,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.26678092
Akademi Pariwisata Krisanti Widya Mandiri,0.001325496,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.257355041
Akademi Kebidanan Pelita Persada,0.001872983,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.258497572
Akademi Bahasa Asing Prawira Marta Jakarta,0.000749193,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.28277635
Sekolah Tinggi Ilmu Manajemen dan Ilmu Komputer ESQ,0.003227294,0.012248469,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.278777492
Akademi Perbankan Yuki,0.00118142,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.281633819
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,0.005705394,0.022747157,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.274778635
Akademi Kebidanan YPDR,0.002045874,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.285347044
Sekolah Tinggi Ilmu Ekonomi Tunas Nusantara,0.002478101,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.27106541
Akademi Perekam Medis Dan Infokes Bhumi Husada,0.001786538,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.28706084
Akademi Keperawatan Rumah Sakit Jakarta,0.001844168,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.309054556
Akademi Pariwisata Bhakti Nusantara,0.000403412,0.001749781,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.311910883
